id,title,release_date,overview,vote_average,vote_count,popularity,original_language
102840,Sex with Strangers,2002-02-22,"For some married couples, sex is an obsession that overwhelms their belief in strict monogamy. The ability to act out their sexual fantasies is more important than upholding any convention of love or marriage. Sex with Strangers paints an authentically intimate portrait of three such couples, from the euphoria of fantasies fulfilled to the desperation of splintering relationships, showing how their lives are profoundly affected by the lifestyle they lead. James and Theresa, a couple in their thirties, use their motor home as a pleasure palace travelling from club to club seducing couples wherever they go. Calvin and Sarah are thinking about getting married when they meet Julie, who doesn't swing, and isn't bisexual - until she falls for Calvin. Psychodrama almost displaces sex for Shannon and Gerard, who are passionate about swinging, even as they question whether the lifestyle is really for them...",3.5,6,0.141,en
417442,Nocturnal Activity,2014-11-01,Annie Dyer moves into a new apartment and quickly discovers she is not alone; a malevolent spirit repeatedly attempts to seduce her in order to possess her body as a vessel to carry out its vengeful mission.,3.8,5,0.2679,en
290714,The Surface,2014-10-09,"Two strangers, both at the end of their rope, suddenly meet in the middle of the unpredictable waters of Lake Michigan.",5.0,20,0.6408,en
479598,The Villa Complex Residents,2017-05-10,"Vilaeiha is the story of the families of the Iranian's army leaders in 1986. Aziz is a 50 years old woman who enters the Villas complex with her grand children. Elyas is a driver who when comes here, all become tension that maybe he brings bad news about the army leaders who fight in the front lines. After a while Cima who is Aziz' daughter-in-law comes to take her children away with her.",5.1,8,0.718,fa
677825,El error del comandante,2001-01-01,Mexican feature film,5.0,2,0.0281,en
360569,Farin Urlaub Racing Team - Danger!,2015-09-18,,9.0,1,0.0239,de
609906,King of the Stallions,1942-09-18,"Both Indians and cowboys are after a beautiful stallion, the leader of a pack of wild horses.",6.0,1,0.7546,en
312766,Indochine - Black City Concert - Stade de France 2014,2014-12-18,,10.0,1,0.1049,fr
554190,The Adventures of Mary-Kate & Ashley: The Case of Thorn Mansion,1994-09-13,"Mystery! Action! Songs! Join Detectives Mary-Kate and Ashley as they undertake daring adventures. Pack your gear and help the Trenchcoat Twins investigate the danger that lurks. Along with their sidekick dog, Clue, Mary-Kate and Ashley promise to ""solve any crime by dinner time."" In this episode, the Olsen and Olsen Mystery Agency has been hired to find the ghost in a haunted mansion in Transylvania!",7.0,5,0.2998,en
463822,Wasp Honey,1991-06-28,A story about a difficult childhood of two twin brothers Boris and Gleb during the first years after WWII.,6.0,1,0.2074,ru
764923,Hontoni Atta Gakkou Kaidan,1996-08-21,"An omnibus OVA where three elementary school students, Manabu, Ryota, and Mina, deal with mysteries they encounter at their school. This OVA is split into two stories of 15 minutes each: ""Poisonous spiders at school"" and ""Hanako-san's hand"".  This OVA is based on the ""Hontoni Atta Kowai Hanashi"" series derived from the ""Hontoni Atta Gakou Kaidan"" series published by Asahi Sonorama.",2.0,2,0.0143,ja
441636,Deus ex Machina: The Philosophy of 'Donnie Darko',2016-12-12,"The feature-length documentary about the making of the cult film favourite, ""Donnie Darko"".",6.2,6,0.5635,en
272207,Grace Kelly: The American Princess,1987-06-08,A biography of American actress Grace Kelly from her early days as an aspiring actress to her death as Princess of Monaco.,6.5,2,0.2031,en
850065,Money Cat,2021-08-13,"When a financially-strapped couple encounters a mysterious Money Cat, one of them touts it as a good luck charm while the other remains a skeptic. They’re both surprised when good fortune seemingly befalls them, but everything comes with a price.",6.0,1,0.0357,en
453945,Frame Up,1991-06-27,"In the small American town of Orton Creek, David Farmer is accidentally killed by Don Curran, son of town tyrant Will Curran, during a fraternity initiation. The frat boys frame electronic parts salesman Frank Govers for hit-and-run but determined newcomer Sheriff Ralph Baker and his love interest Jo Westlake seek the truth. Govers and girlfriend Lee Ann Hadley hide in a hunting cabin and are captured by prison escapees Mick August and Merlin Wells (who is tricked by Govers into electrocuting himself). August tries to claim the bounty on Govers from Will Curran but Sheriff Baker is only one step behind.",2.5,2,0.4109,en
216046,Revenge,1990-04-23,"Enraged, a teacher murders a young female pupil. Over the years, another boy is bred for one sole purpose: to avenge his sister’s death.",6.0,29,0.2261,ru
420860,Boys On Film 12: Confession,2014-11-24,"Boys On Film's twelfth collection of gay short films exposes private lives, uncovers secrets and presents a choice — to conceal or to confess? Volume 12: Confession features nine new stories, including: Robert Hawk's ""Home From The Gym"" starring Jake Robbins; Samuel Leighton-Dore's ""Showboy"" starring Lucas Pittaway and Malcolm Kennard; Bobby de Groot and Arjan van Meerten's animated ""Cruise Patrol""; Denis Theriault's ""I Am Syd Stone"" starring Gharrett Patrick Paon and Michael Gaty; Dustin Shroff's ""Deflated"" starring Carson Trinity Haverda and Greg Baglia; Filippo Demarchi's ""Age 17"" starring Fabio Foiada and Ignazio Oliva; Christophe Prédari's ""Human Warmth"" starring Thomas Coumans and Adrien Desbons; Dominic Haxton's ""Tonight It's Me"" starring Jake Robbins, Caleb James, and Christian Patrick; and Peter Knegt and Stephen Dunn's ""Good Morning"" starring Peter Knegt and Oliver Skinner.",4.7,3,0.124,en
108850,The Little Girl Who Sold the Sun,1999-02-01,A young girl with a physical disability arrives in Dakar and challenges the convention of boys selling newspapers on the street.,6.8,22,0.197,fr
66763,Jennifer,1953-10-25,"A young woman is hired to take care of an eerie old mansion, where she finds herself entangled with an enigmatic murderer.",5.786,14,0.4382,en
127105,The Lonely Villa,1909-06-10,"A gang of thieves lure a man out of his home so that they can rob it and threaten his wife and children. The family barricade themselves in an interior room, but the criminals are well-equipped for breaking in. When the father finds out what is happening, he must race against time to get back home.",6.023,66,0.3504,en
397381,Sauna Guts,1957-05-13,A documentary about Finnish sauna.,1.0,1,0.0071,fi
337876,Gabbar Is Back,2015-05-01,A vigilante network taking out corrupt officials draws the notice of the authorities.,6.925,120,1.3952,hi
118485,Mommy's Day,1997-01-31,"After escaping a lethal injection for the murders Mommy (Patty McCormack) had committed, she is given a special implant in her arm that will keep her from having homicidal urges. However, since she still tries to see her daughter and other murders are continuing, it doesn't look very good for Mommy.",2.9,7,0.2111,en
649319,The Kid,2018-07-27,"On the streets of downtown Los Angeles, a woman and a young boy fight to protect something both highly valuable and extremely dangerous.",2.7,3,0.1955,en
733883,Dirty Money: Dirty Gold,2020-03-11,"Behind the huge quantities of gold flowing into the U.S. each year lies a tangled web of money laundering, illegal mining and environmental destruction.",6.5,6,0.0617,en
423154,Adventurous Treasure Island,1996-08-02,Kids are sucked into their TV and have to fight pirates to return home,3.0,2,0.4767,cn
499191,Call Boy,2018-04-06,"Ryo Morinaka is a university student and works part-time at a bar. He is bored with his daily life and exists in a state of torpor. One day, his friend Shinya Tajima brings the owner of a host bar over to the place where Ryo Morinaka works. Shizuka Mido is the owner of the host bar. Soon, Ryo Morinaka begins to work for Shizuka Mido at the members only host bar. He feels embarrassment initially, but he fulfills the desires of women and develops a sense of purpose.",6.3,48,5.8491,ja
610987,WCW Clash of The Champions XXXI,1995-08-06,"Big Van Vader takes on Ric Flair & Arn Anderson in a 2-on-1 Handicap Match. Harlem Heat & Sister Sherri challenge Bunkhouse Buck, ""Dirty"" Dick Slater & Col. Robert Parker for a chance at the WCW World Tag Team Championship. Sting teams with Road Warrior Hawk against Meng & Kurasawa. Plus, Hulk Hogan travels to the seventh dimension of The Dungeon of Doom, and more!",5.0,1,0.119,en
13799,Cosmic Voyage,1996-08-09,"The Academy Award® nominee Cosmic Voyage combines live action with state-of-the-art computer-generated imagery to pinpoint where humans fit in our ever-expanding universe. Highlighting this journey is a ""cosmic zoom"" based on the powers of 10, extending from the Earth to the largest observable structures in the universe, and then back to the subnuclear realm.",7.1,21,0.3802,en
