id,title,release_date,overview,vote_average,vote_count,popularity,original_language,adult
534006,Kidu,2018-06-29,"Five Class 11 students continue with their mischievous ways till a new teacher joins their school and puts her faith in them, despite the opposition from other faculty. While the boys change their ways, a shocking incident leaves a lasting impact in their lives.",1.5,1,0.1885,ml,False
259123,Bad is Bad,2011-08-06,A locally loved suburban family man has to pay for the worst thing he's ever done when two mysterious young criminals break into his home.,7.7,3,0.1255,en,False
643698,Lightrapping,2016-09-20,"Gustave is a photographer who makes pictures of nude male bodies in public spaces in São Paulo. One night, Pedro goes with him, without yet knowing whether he will be part of the project. This vast city will be witness.",5.3,3,0.2544,pt,False
686637,Ankebût,2020-03-28,"A woman, released from prison, drifts between nightmare and reality.",5.2,4,0.0956,tr,False
163481,The Phoenix,1978-01-01,"With the clash of steel from his mighty magic sword and the beat of the wings of the giant Phoenix, Ty sets forth on his quest to regain his Magic Bronze Pot and thwart the evil intentions of Flower Fox and her villainous companion Grasshopper. A warrior conjured out of stone, a massive tidal wave — one after another, Ty has to overcome the obstacles which Flower Fox throws in his path until he reaches her secret island sanctuary. And then the real battle begins. With the tide of the battle running first one way and then the other, courageous Ty risks his life in a last attempt to save the world from destruction.",6.0,1,0.7085,zh,False
255874,Coyote,1992-06-26,Story of a wild first love that takes place at the mouth of the St. Lawrence River between the refineries at Pointe-Au-Trembles and the rock culture of Montreal.,3.3,3,0.5095,fr,False
791805,Luxury Nurse,1999-01-01,"Italian porn maestro Luca Damiano takes it easy with this tongue-in- cheek tale of voyeuristic sex, mainly concerning comely and sympathetic nurse Olivia Del Rio.",5.0,1,0.0,it,True
665662,Playboy: Sexy Lingerie V,1993-01-01,"Playmates go on a sexy journey to show less is more as they reform the standard dress code as some decide it's just too hot to wear much of anything, a few indulge in a silk and satin pillow romp and others try on the best bridal lingerie.",3.333,3,0.0416,en,False
375453,Step Lively,1917-12-30,"Snub Pollard plays a drunken man-about-town who believes Harold has robbed him. Meanwhile, Bebe has her hands full with a lounge lizard who won't take no for an answer.",4.6,4,0.4631,en,False
706380,The Story of Soaps,2020-05-19,"This ABC/PEOPLE television special highlights the impact of the soap opera. In today's shifting television landscape, ""The Story of Soaps"" traces how female creators migrated from radio to television to become the dominant force in daytime for more than three decades. Today, the legacy of the soap opera continues all over prime time and reality t.v. An extensive look is taken at this iconic, impactful genre.",9.5,4,0.6406,en,False
84045,How the World Is Losing Poets,1982-11-12,"Inseparable friends Štěpán and Kendy are students in their final year of high school. When they are in the principal's office after the trouble with the rather scandalous song ""On the Carpet"", the school principal gives them the idea of ​​rehearsing a theater performance. They decide on Tyl's Forest Maiden in a rather unconventional version - with music, singing, and several unusual props. While Kendy sees the theater as not only an opportunity to enjoy himself, for Štěpán it is a chance to get closer to the charming Marcela Borůvková. What was originally just a student recession soon starts to get out of hand for both authors, not only because of the quirky cast but also because of information in the press, which is taken care of by the father of one of the classmates. The business is gaining in size, and even a television station is contacted, which shows an interest in making a program about the performance. At that moment, the disaster seems inevitable to Štěpán and Kendy.",6.3,10,0.294,cs,False
239101,Irti Maasta,1990-05-01,A group of Finns have won a cruise and this is how they behave on it.,8.0,1,0.0762,en,False
48885,The Gruesome Twosome,1967-08-28,An elderly woman has her son kill and scalp various young women to use their hair for her wig shop. A persistent coed tries to link various killings on a local Florida college campus to them.,4.8,29,0.3015,en,False
324261,Robinet è Geloso,1914-05-06,"Robinet is jealous, with comedic results.",5.0,1,0.0286,en,False
752940,Monsieur Pigeon,2020-01-23,"Giuseppe lives in his van in the heart of Paris and has long since stopped communicating with his fellow men. His time, his physical space as well as his mental space are dedicated to the birds that inhabit the cities, abused animals that the old man defends and feeds, suffering threats and attacks.",10.0,1,0.0143,fr,False
32583,Zombie Town,2007-11-20,"Local mechanic Jake LaFond's life is suddenly disrupted when mysterious parasites transform the law-abiding citizens of his quaint hometown into hoards of cannibalistic zombies. Isolated from the outside world by an accident on the only road out of town, Jake turns to Alex, his ex-girlfriend, for help. Together they try to solve the mystery behind this rapidly spreading infection. As the town grow",4.917,18,0.3173,en,False
594093,Les aventures d'une jeune veuve,1974-12-25,"A widow must cope with her late husband's associates, crooked Japanese businessmen who want her shares of a rich Northern Quebec land and a Jewish con man who wants to get a hand of her mysterious synthetic fur coat.",8.0,2,0.1314,fr,False
556243,"Lucy, the New Secretary",2018-10-08,"Cherry Kiss is a very pretty woman who has settled very well in the company she works for. As her boss’ personal assistant, she knows all of her colleagues dirty secrets. Luckily for her, no one knows that she has a steamy affair with her boss Kristof Cale. When she accepted to back her best friend’s application for an open position in the company, she didn’t know Lucy Heart was such a man eater. In fact, like everybody else, she was fooled by her friend’s innocent looks and manners. At least, Lucy will have one thing in common with the other girls in the office.",10.0,2,0.0,fr,True
453274,The Intruder,2017-05-22,"Naples. Present day. Giovanna, a combative 60-year-old social worker on the frontline of the daily war against pervasive criminality, is confronted, like a modern Antigone, with a moral dilemma that threatens to destroy her work and her life. Giovanna runs an after-school centre that takes care of underprivileged children; a grassroots alternative to the mafia dominance of the city. But one day, young Maria, wife of a ruthless Camorra criminal on the run, and her two children take refuge at the centre, and ask Giovanna for protection.",6.171,41,0.1353,it,False
577414,Goosebumps: Say Cheese and Die,2007-09-11,"Greg and his friends break into an old warehouse, where they find an unusual camera. However, the photographs Greg takes with it seem to predict disaster, and he becomes convinced the camera is cursed.",6.7,11,0.3135,en,False
37726,Tomie,1998-10-06,"Following some trauma in her past that has since been repressed, a young woman is trying to recover her memories with the help of a psychiatrist. During her hypnosis sessions, she repeats the name ""Tomie"" but is unable to recall where she knows it from. Meanwhile, a police detective is investigating a string of brutal murders, where he also runs across the name ""Tomie."" How are the two connected?",5.3,70,1.2139,ja,False
830480,"Once upon a time... ""I, Daniel Blake""",2021-05-12,"The documentary, filmed in England in autumn 2020, sheds light on the genesis and background of the social drama.",8.0,2,0.1343,fr,False
223520,Sängkammartjuven,1959-12-25,Rich socialite must deny persistent rumours that she has an affair with a poor author.,4.7,3,0.3127,sv,False
189653,Moscow,1927-04-28,Documentary almanac directed by the great cinematographer Mikhail Kaufman about the life of the Soviet capital.,6.0,5,0.2031,ru,False
796124,Ride or Die,2021-02-09,"Ashley, a fierce friend to Mandy, takes the phrase ""hurt my friend and I'll kill you"" to the extreme. As the bodies stack up, her mistakes haunt her as Mandy tries to dig up old wounds.",4.8,4,0.3236,en,False
701537,Scandal 2,2017-03-08,"Hyeok-bin is a former superstar who is reclaiming his reputation through podcast broadcasting and making it to the front of the popular word searches. He puts his all into the broadcast thinking this might be his last chance.  Meanwhile, rookie actress Ah-hyeon, sex columnist Yeo-jin and movie director Tae-hyeon are annoyed that they have to work with Hyeok-bin who is very bossy and stubborn. Will their podcast succeed?",4.0,1,0.1922,ko,False
102641,Supershow,1969-03-01,"Supershow  was intended to be Britain's first music 'super session', with several famous blues, jazz and rock artists of the time coming together to be filmed whilst performing.",6.5,2,0.2987,en,False
958931,Nikt nie jest winien,1988-08-01,A famous writer suspects that his wife is cheating on him and tries to find out who her lover is.,6.0,1,0.0919,pl,False
27222,You I Love,2004-02-06,"Vera and Tim are successful young professionals. Everything changes one night when Tim hits a young Kalmyk immigrant to Moscow, Uloomji, with his car. The two men begin a affair while Vera struggles to comprehend their bond and her boyfriend's erratic behavior. She is dragged reluctantly into a love triangle.",4.105,19,0.6671,ru,False
109610,Blindside,1987-09-01,"Harvey Keitel plays Penfield Gruber, a once great scientist, reduced to managing a sleazy hotel. Gruber monitors the daily comings and goings of his tenants, mainly for his own interest, until underworld figures ask him to spy on a suspected double-crosser. While watching the man, Gruber overhears a murder plot.",3.923,13,0.6041,en,False
491405,"Johnny Hallyday, la France Rock'n Roll",2017-12-06,,9.0,3,0.1848,fr,False
374288,The Hunt for Ted Bundy,2015-06-14,Documentary about the hunt for notorious Serial Killer Ted Bundy from the personal perspectives of the Police Officers who brought him to Justice.,7.5,3,0.134,en,False
32067,Beautiful Joe,2000-06-09,"A bad girl becomes a con artist, gets into trouble with the mob and taps a nice-guy florist for help.",5.3,23,0.9277,en,False
385547,Wing Chun - The Science of In-Fighting,2003-03-03,"Wing Chun - The Science of In-Fighting movie was released Mar 11, 2003 by the CAV Distributing studio. Master Wong Shun Leung, Bruce Lee's fighting instructor, guides you through the Wing Chun martial art, one of the most sophisticated of the fighting styles.  Bruce Lee's fighting instructor Master Wong Shun Leung takes you through a most sophisticated martial arts fighting session Wing Chun - The Science of In-Fighting movie.",6.5,1,0.0071,en,False
408890,Discontent,1916-01-25,Ed Brown plays a old war veteran tired of living in a veterans' home and decides to move in with his wealthy nephew.,5.063,8,0.1914,en,False
623992,Gouache par Simon Gouache,2019-11-28,"Simon Gouache explores his strengths, but above all his weaknesses, through his first one-man show. Focusing on the originality of ideas, the finesse of the writing and a unique ease on stage, the comedian uses his own experiences to make you revisit certain facets of your personality.",8.0,1,0.5997,fr,False
413025,The Lure of Drink,1915-04-26,A married man's mistress has her revenge by making him an insane dipsomaniac.,4.0,3,0.0696,en,False
308084,Tangerine,2015-07-10,"It's Christmas Eve in Tinseltown and Sin-Dee is back on the block. Upon hearing that her pimp boyfriend hasn't been faithful during the 28 days she was locked up, the working girl and her best friend, Alexandra, embark on a mission to get to the bottom of the scandalous rumor. Their rip-roaring odyssey leads them through various subcultures of Los Angeles, including an Armenian family dealing with their own repercussions of infidelity.",6.896,729,2.5384,en,False
534955,El buquinista,2018-07-13,A lonely and bitter French bookseller living in Mexico mourns and is haunted by the death of his lover until he finds a maths journal with a metaphysical formula that may allow him to bring her back while getting involved with the woman who sells him the book.,3.0,4,0.1127,fr,False
526227,Danton's Death,2011-03-25,"Steve, a 25-year-old Black man from the Paris suburbs, seeks to escape the violence of his immediate surroundings by training to become an actor at one of France’s most prestigious drama schools. But soon he discovers that the theater world is only interested in having him inhabit “Black” roles.",7.1,5,0.2092,fr,False
118258,The Great Profile,1940-08-30,"An alcoholic film star attempts a comeback. Director Walter Lang's 1940 comedy stars John Barrymore, Mary Beth Hughes, Anne Baxter, John Payne, Lionel Atwill and Edward Brophy.",6.3,3,0.5847,en,False
692692,"Fresh Face Shy College Girl Makes Her Porn Debut, Natsu Tojo",2020-03-12,"Hatachi's active female college student, Natsu Tojo, makes her exclusive debut at FALENO! Her lessons to become an announcer are piano, English conversation, etiquette, and so on! She became naked in front of the camera for the first time, leaked with her legs open, erected Ji ● Po was thrust into the back of the vagina and entrusted herself to a violent piston!",10.0,1,0.0,ja,True
845974,Le plus beau dans tout ça,2021-06-26,,4.0,2,0.099,fr,False
49961,A Song of Lisbon,1933-11-07,"Vasco is a medical student in Lisbon, supported by his rich aunts, whom he had falsely told he had already graduated. In fact, he devotes himself to a bohemian life, preferring the popular fairs and pretty women, especially Alice, a seamstress from the Castelinhos quarter, which rather upsets her ambitious father, tailor Caetano, who is familiar with Vasco's debts. After failing yet another final exam, he is surprised by his aunts' announcement that they will visit him in Lisbon to see his practice.",8.6,41,0.2359,pt,False
604438,Hurt,2015-02-02,The worst wound consumes you from the inside. He celebrates another birthday at his parents beach house.,5.5,2,0.0779,pt,False
978327,Last Stand,2003-04-24,"After a battle, a young Lakota brave discovers a wounded soldier.",10.0,1,0.1455,en,False
491687,BB,2017-06-01,"An artist begins a piece, his movements emerging from the patches of color still not perfectly absorbed by the paper. BB is a video portrait of Pierpaolo Miccolis, a visual artist from Alberobello (in the Bari area).",8.875,4,0.077,it,False
719146,The 44 Scarves of Liza Minnelli,2019-03-15,44 of Liza Minnelli’s scarves are sent to 43 friends asking them to make images which suggest a “Minnelli metaphor”.,10.0,1,0.0168,en,False
263982,Ariella,1980-01-01,"Ariella, a lonely young woman, feels like a stranger in her own house. Ariella is discovering her sexuality and her arrogant mother Helena, her father Rodrigo and her brothers Clécio and Alfonso do not give any love or affection to her. One day Ariella discovers the secret of her despair and plots to take her revenge.",5.1,10,0.5169,pt,False
323888,Storm in the Andes,2015-02-06,Josephine has all her life been told that her Peruvian aunt Augusta died in an armed struggle for the rights of the poor. As an adult Josefin decides to find out the truth about the legendary Augusta.,7.2,5,0.176,sv,False
135362,The Chosen One,2006-06-02,"The two brothers Van der Laan, of strict religion, have been running Holland's most successful software company for 10 years when suddenly their financial manager leaves the firm. The lives of the brothers and their families get turned upside down when they hire a young hot shot financial specialist, in order to pursue their goal to bring the company to the NASDAQ.",6.5,11,0.1384,nl,False
461173,Die Frau des Reporters,1986-03-23,"In the spring of 1980, Esther Jochmann, a young Austrian woman, flies to San Salvador. Her husband, a journalist, has been killed. She has to identify his corpse so that the authorities will allow it to be transferred to Europe. She learns that Archbishop Oscar Romero, who was also a victim of an assassination, had granted a taped interview to her husband. Padre Manuel hands the tape over to her. Esther accompanies the Padre and John, an American reporter, who are trying to find the murderers.",5.0,1,0.1024,de,False
349438,Dog of Fortune,1979-06-02,"From Hokkaido to Tokyo, hunting dog Goro embarks on a long and grueling journey to reach home. With the loss of his master who held a secret to a weapons smuggling case and the corruptions of those who are involved, Goro's adventure unfolds.",4.5,2,1.0586,ja,False
545393,Union,2019-08-02,A woman disguises herself in the Confederate Army as her dead brother to get revenge on the soldiers who killed her family.,2.0,2,0.6081,en,False
17331,Suck My Geek!,2007-11-30,,6.682,22,0.4557,en,False
109827,Revenge,1958-05-02,"After spending ten years in prison for a crime he did not commit, Juan is released.",5.8,5,0.4043,es,False
685107,The Midnight Special Legendary Performances: More 1975,2006-01-01,,7.0,1,0.1742,en,False
99831,Angel Negro,2000-10-31,"In 1990, a teenager called Angel Cruz disappears tragically. Ten years later, her classmates that were involved with this accident start to investigate the mysterious causes of the vanishing.",4.1,8,0.1556,es,False
862561,Honor Student,2023-10-06,"Jeremy Chue is a picture-perfect teenager. He is talented, has the perfect grades, a well-off family, and attends a prestigious Washington, D.C. private school. At least that is how he appears. After losing his twin brother in a mass shooting, Jeremy takes matters into his own hands, holding a teacher hostage and looking to teach America a lesson it will never forget.",8.167,3,0.2559,en,False
45690,I Am Curious (Blue),1968-03-11,"The same movie with the same characters, cast and crew as I am Curious (Yellow), but with some different scenes and a different political slant. The political focus in Blue is personal relationships, religion, prisons and sex. Blue omits much of the class consciousness and non-violence interviews of the first version. Yellow and Blue are the colors of the Swedish flag.",5.5,34,0.7827,sv,False
111039,Second Chances,2010-05-06,A college professor is pursued by a stalker two years after her actions led to a young woman's death.,4.361,18,0.56,en,False
379734,Fuck Me 2,2008-08-08,"Harmony Video director Gazzman gives us six vignettes of hardcore sex, headlined by cherubic, big-assed American babe Jenny Hendrix.",10.0,2,0.0,en,True
947928,Mistress,1972-08-26,Nikkatsu Roman Porno,10.0,1,0.3327,ja,False
781687,Guido Weijers: De Oudejaarsconference 2020,2020-12-31,,8.0,1,0.0071,nl,False
341537,The Dark Side of the Moon,1986-03-07,"A man has been in prison for sixteen years after killing of his wife. Now he seeks to create a new life, where he only finds warmth and fellowship with Turkish immigrants. He will also try to come to terms with the daughter who hates him. Denmark's submission for the Academy Award for Best Foreign Language Film in 1986.",5.7,3,0.2573,da,False
534169,Penny Palabras,2018-05-19,Penny is tormented by a paranormal entity called Straw Man. Only the engmatic Librarian can help her fight this evil presence. Based on the graphic novel by James Willard and Patrick Beavers.,5.5,6,0.0632,en,False
422449,Alta borghesia,2000-01-01,"Intrigue, corruption, vice in the world of haute bourgeoisie there is no room for forgiveness. Arranged in all just to win money and power. The weapon of sex and that they know best, but in the background you dellideano the shadows of guns ...",9.0,2,0.0,it,True
459635,"Come to Me, Paradise",2018-01-26,"Paraiso, an all-seeing drone spirit, is summoned every Sunday into the heart of Hong Kong where Filipina migrant workers gather to socialise. As the women claim the public space, Stephanie Comilang’s sci-fi documentary considers social connections in today’s age of economic migration and modern technology.",5.0,3,0.0264,tl,False
426498,The Mink Catcher,2015-04-26,"Dallas, Texas, 1980: At a high society party, a gossip columnist hunts down Dallas' new First Lady to unearth the truths underneath her legendary mink coat.",5.0,2,0.0361,en,False
11372,The Eagle Has Landed,1976-12-24,"When the Nazi high command learns in late 1943 that Winston Churchill will be spending time at a country estate in Norfolk, it hatches an audacious scheme to kidnap the prime minister and spirit him to Germany for enforced negotiations with Hitler.",6.6,344,1.5891,en,False
806882,Arapucas,2020-10-01,Gaia is an ornithologist documentary filmmaker who in the mid-1980s lost herself on an isolated road in the middle of a forest surrounded by dark mysteries.,6.0,1,0.0071,en,False
2135,The Time Machine,2002-03-04,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.",6.274,2346,2.8447,en,False
758076,Latina Anal Stars,2020-02-10,"Skillful director Chris Streams' ""Latina Anal Stars"" are lustful, hot-assed señoritas that demand fucking attention.",7.0,1,0.0,en,True
274633,Male of the Species,1969-01-03,"Never trust a man whoever he is. This is the bitter lesson learned by Mary MacNeil in her relationships with three different men: her father, a mendacious womanizer; a smooth-talking office flirt, Cornelius; and an aging barrister, Emlyn, who is enchanted by Mary's youthful vitality and charm.",5.5,2,0.3276,en,False
472137,Cette malicieuse Martine,1979-09-19,Richard Lemieuvre is a dentist in Paris. His niece comes to visit and he hires a private detective to keep a watch on her.,7.3,6,0.0,fr,True
776847,The Call,1910-01-20,"Edith Lawson is engaged as the star dancer of a traveling tent show. Her circus name is Fatima. Billy Harvey, one of the performers, and a part owner of the show, is, or rather pretends to be, in love with Fatima, and she loves him in return. The arduous duties have made the poor girl ill but her managers cruelly insist that she must appear, as she is a feature. During her dance, however, she faints from weakness, and the audience is dismissed. Amos Holden, a young merchant in the village, who is in the audience, is deeply moved by the poor girl's predicament, and determines to help her.",3.0,1,0.2096,en,False
268401,The Traveler Without Luggage,1944-02-23,"Having lost his memory due to serving in World War I, Gaston has spent the past 15 years in a psychiatric hospital. Due to his large disability pension fund, several families claim him as their missing son. Gaston is introduced to the Renaud family by the Duchess Dupont-Dufort and her lawyer. The Renaud family attempt to revive Gaston's memory with stories of his past, but he is apalled by some of the things he hears and dislikes the man he is supposed to be.",7.0,2,0.1922,fr,False
435127,Schuldig,1928-03-19,"""Guilty"" - Thomas Feld returns home after 16 years in prison to find his wife Magda and daughter Maria fell in the hands of Peter Cornelius, the owner of a cabaret. Lawyer Frank Peters falls in love with Maria.",5.0,3,0.202,de,False
84595,The Final Sanction,1990-11-30,"After war breaks out between the U.S. and Russia, the two countries decide to settle the conflict by putting its two best warriors into an arena in a fight to the death.",3.542,12,0.3534,en,False
361210,Dehors novembre,2005-09-18,"A haunting tribute for the late Dede Fortin, the frontman of the Quebecois band Les Colocs.",7.0,1,0.0214,en,False
367224,Big Fortune Hotel,2015-10-29,"Music Writer Limin was on a road trip in Malaysia. He came across an old mansion and decided to stay to write his unfinished song.  Limin became acquainted to the writer Cow who was living in the mansion. By chance he rescued Tai and Dai, a couple who loved photography. The four had a lot of strange and humorous encounters in the mansion, and had even attracted the attention of the landlord as well as the mysterious Lung Poh and Xiaodie. Xiaodie was murdered 30 years ago. They were touched by her story and decided to help her solve the murder. They asked the help from private investigator Chiyuen but he refused. So they decided to investigate for new clues themselves and surprisingly found …",5.0,1,0.5989,cn,False
567424,Darling.Sister,2019-10-10,"Franz and Lilly run their father's cattle farm together. While Franz is perfectly happy with his life as a cowboy, Lilly dreams of a bigger life. That's when she meets Chris, a musician, with whom she starts a romantic affair.",4.7,3,0.2278,de,False
2274,The Seeker: The Dark Is Rising,2007-10-05,A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.,5.429,421,1.5275,en,False
104780,Xzibit | Restless Xposed,2001-12-11,"Restless Xposed is the all-access pass that brings you into the world and behind the scenes of rising hip hop superstar Xzibit as he surges from underground dominance to platinum plus status. Features cameos by Eminem, Dr. Dre, Snoop Dogg, Fred Durst, Master P, Papa Roach and more. Includes all of Xzibit's hottest videos and audio commentary by Xzibit.",5.6,7,0.6331,en,False
371459,A Good Wife,2016-04-21,"When 50-year-old Milena finds out about the terrible past of her seemingly ideal husband, while simultaneously learning of her own cancer diagnosis, she begins an awakening from the suburban paradise she has been living in.",6.2,17,0.3069,sr,False
266505,The Price She Paid,1992-03-31,"Twelve years ago, Lacey was raped and had a son as a result. Now her rapist is out on parole, and since he's the father of the child and has shown signs of rehabilitation, he's been granted visitation rights by a judge. Slowly but predictably, Lacey realizes things just aren't right with him, but thanks to her rapists manipulation, everybody she knows thins she's crazy. Meanwhile, her attacker is primed to finish what he started 12 years ago.",4.5,6,0.3052,en,False
209841,Barefootin',1987-01-01,Aardman's claymation to the song Barefootin'.,5.667,3,0.0264,en,False
245904,La Perruche et le Poulet,1969-06-07,,7.1,4,0.204,fr,False
228365,The Making of 'Some Like It Hot',2006-06-25,"A look back at the making of Billy Wilder's 1959 comedy classic ""Some Like It Hot.""",7.0,1,0.3815,en,False
297241,Night of the Pumpkin,2011-10-25,"It's all Hallow's Eve, and geeky Steve and his buddy Cutter are holding a seance in the local cemetery. While foolishly messing with the dark forces of nature, they summon the soul of an ancient demon that possesses their Jack O' Lantern and goes on a carnivorous rampage. As the demonic pumpkin terrorizes the entire town, it grows larger and larger with every human soul it consumes! Now it is up to Steve to stop the monster pumpkin before it destroys his town and devours the woman he loves!",10.0,1,0.1446,en,False
276972,The Night of Saint-Germain-des-Prés,1977-06-01,"In 1951, in Saint-Germain-des-Prés, the private detective Nestor Burma was commissioned by an insurance company to find stolen jewelery. The deal seemed easy and Burma got an appointment with a well-known black trumpet player in the neighborhood who could provide him with information. But the musician does not come and we find him murdered. The investigation becomes more complicated and Nestor must find an alibi so as not to be suspected of the crime.",3.0,3,0.352,fr,False
167156,Eiger: Wall of death,2010-06-04,"A history of one of the world's most challenging mountains, the Eiger, and its infamous north face. The film gets to the heart of one of Europe's most notorious peaks, exploring its character and its impact on the people who climb it and live in its awesome shadow",6.0,1,0.1301,en,False
816007,Secuestro: 15 días de terror y tortura,2011-12-31,,5.0,1,0.0,es,False
254922,Falcon Song,2014-03-31,A guitar-playing drifter helps a rancher's granddaughter find her true calling. They soon find themselves in the middle of a land war driven by quirky characters and magical realism.,5.0,1,0.4181,en,False
492095,Robot Taekwon V 3: Underwater Commandos,1977-07-20,"Humanity builds ocean farms and ocean ranches all over the place, and Robot Taekwon V is tasked with protecting them. Meanwhile, the commander, Hoon, Cheol, and Dr. Norman's daughter Yuri begin to devise countermeasures inside the sea base to find the famous oceanographer Dr. Norman who has gone missing.",5.0,1,0.218,ko,False
65450,Vasco Rossi - È solo un rock'n'roll show,2005-07-09,,7.8,2,0.0696,it,False
196346,Holmenkollen Ski Jump,1906-05-23,Danish filmmaker Peter Elfelt took his camera to the bottom of the slopes at the skiing competition in Norway. At the bottom of the slope the director captured the man finishing off their jumps.,5.0,4,0.0286,da,False
291779,Filmmaker's Holiday,1974-01-01,"The film is put together as a collection of autonomous images which, once combined, make up van der Keuken's mental universe: family happiness, fragments of some of his earlier films, a homage to the saxophonist Ben Webster, two poems by the great contemporary poets Remco Campert and Lucebert, a portrait of the director's grandfather, who taught him photography at the age of twelve...  ""One of those small masterpieces one encounters by surprise..."" Jean-Paul Fargier, Cahiers du Cinéma, 1975",6.0,1,0.0193,nl,False
149872,Addicted to Acting,2004-07-03,"The Ernst Busch Academy is one of Germany's best respected acting schools, and every year hundreds of would-be thespians apply in hopes that they'll be chosen for their rigorous program of study. Filmmaker Andres Veiel chose four students at random as they were accepted at the Busch Academy, and in the documentary Die Spielwuetigen, he allows us to eavesdrop on them as they spend four years learning their craft and growing from callow youngsters to adults in search of their big break.",6.5,10,0.0892,de,False
65579,Dirty Filthy Love,2005-05-24,A man's life falls apart as a result of his affliction with Obsessive Compulsive Disorder and Tourette's Syndrome in this touching and funny tale.,6.7,26,0.6799,en,False
379325,House of the Dead,1932-04-09,Soviet film based on Dostoevsky's autobiographical novel of his prison experiences in Tsarist days.,4.0,4,0.2912,ru,False
203245,The Clown and the Kid,1961-12-27,"The Clown and the Kid is a 1961 film. When Moko the Clown (Don Keefer) passes away, his newly orphaned son Shawn (Michael McGreevey) takes up with mysterious wanderer Peter (John Lupton), and the two strangers become close friends and partners until a closely guarded secret rips them apart.",1.0,1,0.3007,en,False
279158,Canada Vignettes: Logger,1978-01-01,The history of the development of modern logging techniques on the British Columbia coast.,5.0,3,0.0143,en,False
98006,The Two Sergeants,1936-01-01,"Attempting to cover the fault of one of his subordinates, an officer of the Napoleonic army is condemned to death for treason.",0.0,1,0.3777,it,False
481874,Einen Moment fürs Leben,2017-12-31,"In Dublin, Blake Lester breaks Lucy Silchester's dream by preferring an overseas TV show career move over their marriage plans since years. Receiving a mystery letter 'from her life', Lucy seeks consolation with mates Adam, Melanie, Lisa and Jamie. Angrily Lucy meets critical sender Cosmo, who urges her to set priorities among colleagues, family, friends and truth to correct her derailed life, which she finds hard to disprove by showing happiness. Lying to boss Edna costs her job. Desperate hitting rock bottom, she attempt to win successful Blake back. Her protective brother, attorney Riley, and Cosmo rather favor attractive carpet cleaner and neighborhood urchins football 'coach' Don Lockwood, who consents, yet this fails as she retracts despite good sex while he works in her apartment. Sad news about her neighbor Claire, a breakup between workaholic father Samuel and 'neglected' mother-housewife Sheila make Lucy die reconsider her own priorities.",1.0,1,0.4837,de,False
297617,Lichtmond 3 - Days of Eternity,2014-10-10,,5.6,4,0.0382,de,False
